nom	g	h	b	tw	tf	r1	r2	A	hi	d	phi	pmin	pmax	AL	AG	iiy	Wely	Wply	iy	Avz	iiz	Welz	Wplz	iz	ss	It	Iw	vy	vyp	vz	vzp	vty	vtz	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	x9	y9	x10	y10	x11	y11	x12	y12
HEM 900	333	0,91	0,302	0,021	0,04	0,03	-1	0,04236	0,83	0,77	27	0,138	0,198	2,934	8,824	0,005704	0,01254	0,01444	0,367	0,02144	0,0001845	0,00122	0,001929	0,066	0,1361	0,00001671	0,00003475	0,151	0,151	0,455	0,455	0	0	-0,151	-0,455	0,151	-0,455	0,151	-0,415	0,0105	-0,415	0,0105	0,415	0,151	0,415	0,151	0,455	-0,151	0,455	-0,151	0,415	-0,0105	0,415	-0,0105	-0,415	-0,151	-0,415
HEM 1000	349	1,008	0,302	0,021	0,04	0,03	-1	0,04442	0,928	0,868	27	0,138	0,198	3,13	8,978	0,007223	0,01433	0,01657	0,4032	0,0235	0,0001846	0,001222	0,00194	0,0645	0,1361	0,00001701	0,00004302	0,151	0,151	0,504	0,504	0	0	-0,151	-0,504	0,151	-0,504	0,151	-0,464	0,0105	-0,464	0,0105	0,464	0,151	0,464	0,151	0,504	-0,151	0,504	-0,151	0,464	-0,0105	0,464	-0,0105	-0,464	-0,151	-0,464
IAO 75	4,65	0,075	0,0315	0,0035	-1	-1	-1	0,000592	-1	-1	-1	-1	-1	-1	-1	5,0625E-007	0,0000135	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,01575	0,01575	0,0375	0,0375	0	0	-0,01575	-0,0375	0,01575	-0,0375	0,01575	-0,0305	0,00175	-0,0305	0,00175	0,0305	0,01575	0,0305	0,01575	0,0375	-0,01575	0,0375	-0,01575	0,0305	-0,00175	0,0305	-0,00175	-0,0305	-0,01575	-0,0305
IAO 75	4,5	0,075	0,0315	0,0035	-1	-1	-1	0,00057	-1	-1	-1	-1	-1	-1	-1	0,000000496	0,00001322	-1	-1	-1	0,000000032	0,000002	-1	-1	-1	-1	-1	0,01575	0,01575	0,0375	0,0375	0	0	-0,01575	-0,0375	0,01575	-0,0375	0,01575	-0,0305	0,00175	-0,0305	0,00175	0,0305	0,01575	0,0305	0,01575	0,0375	-0,01575	0,0375	-0,01575	0,0305	-0,00175	0,0305	-0,00175	-0,0305	-0,01575	-0,0305
IAO 75	4,65	0,075	0,0315	-1	-1	-1	-1	0,000592	-1	-1	-1	-1	-1	-1	-1	5,297E-007	0,00001413	-1	-1	-1	2,23E-008	0,00000142	-1	-1	-1	-1	-1	0,01575	0,01575	0,0375	0,0375	0	0	-0,01575	-0,0375	0,01575	-0,0375	0,01575	-0,0305	0,00175	-0,0305	0,00175	0,0305	0,01575	0,0305	0,01575	0,0375	-0,01575	0,0375	-0,01575	0,0305	-0,00175	0,0305	-0,00175	-0,0305	-0,01575	-0,0305
IAO 75	6,48	0,075	0,035	0,007	-1	-1	-1	0,000825	-1	-1	-1	-1	-1	-1	-1	6,4875E-007	0,0000173	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,0175	0,0175	0,0375	0,0375	0	0	-0,0175	-0,0375	0,0175	-0,0375	0,0175	-0,0235	0,0035	-0,0235	0,0035	0,0235	0,0175	0,0235	0,0175	0,0375	-0,0175	0,0375	-0,0175	0,0235	-0,0035	0,0235	-0,0035	-0,0235	-0,0175	-0,0235
IAO 75	6,8	0,075	0,035	-1	-1	-1	-1	0,000825	-1	-1	-1	-1	-1	-1	-1	5,859E-007	0,00001563	-1	-1	-1	4,08E-008	0,00000233	-1	-1	-1	-1	-1	0,0175	0,0175	0,0375	0,0375	0	0	-0,0175	-0,0375	0,0175	-0,0375	0,0175	-0,0235	0,0035	-0,0235	0,0035	0,0235	0,0175	0,0235	0,0175	0,0375	-0,0175	0,0375	-0,0175	0,0235	-0,0035	0,0235	-0,0035	-0,0235	-0,0175	-0,0235
IAO 76	9,73	0,076	0,046	0,008	-1	-1	-1	0,001239	-1	-1	-1	-1	-1	-1	-1	9,956E-007	0,0000262	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,023	0,023	0,038	0,038	0	0	-0,023	-0,038	0,023	-0,038	0,023	-0,022	0,004	-0,022	0,004	0,022	0,023	0,022	0,023	0,038	-0,023	0,038	-0,023	0,022	-0,004	0,022	-0,004	-0,022	-0,023	-0,022
IAO 76	9,73	0,076	0,046	-1	-1	-1	-1	0,001239	-1	-1	-1	-1	-1	-1	-1	1,0012E-006	0,00002635	-1	-1	-1	1,199E-007	0,00000521	-1	-1	-1	-1	-1	0,023	0,023	0,038	0,038	0	0	-0,023	-0,038	0,023	-0,038	0,023	-0,022	0,004	-0,022	0,004	0,022	0,023	0,022	0,023	0,038	-0,023	0,038	-0,023	0,022	-0,004	0,022	-0,004	-0,022	-0,023	-0,022
IAO 76	12,11	0,076	0,05	0,012	-1	-1	-1	0,001543	-1	-1	-1	-1	-1	-1	-1	1,1438E-006	0,0000301	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,025	0,025	0,038	0,038	0	0	-0,025	-0,038	0,025	-0,038	0,025	-0,014	0,006	-0,014	0,006	0,014	0,025	0,014	0,025	0,038	-0,025	0,038	-0,025	0,014	-0,006	0,014	-0,006	-0,014	-0,025	-0,014
IAO 76	12,11	0,076	0,05	-1	-1	-1	-1	0,001543	-1	-1	-1	-1	-1	-1	-1	1,1552E-006	0,0000304	-1	-1	-1	1,833E-007	0,00000733	-1	-1	-1	-1	-1	0,025	0,025	0,038	0,038	0	0	-0,025	-0,038	0,025	-0,038	0,025	-0,014	0,006	-0,014	0,006	0,014	0,025	0,014	0,025	0,038	-0,025	0,038	-0,025	0,014	-0,006	0,014	-0,006	-0,014	-0,025	-0,014
IAO 80	6,5	0,08	0,01	0,004	-1	-1	-1	0,00077	-1	-1	-1	-1	-1	-1	-1	0,000000784	0,0000196	-1	-1	-1	0,000000067	0,00000335	-1	-1	-1	-1	-1	0,005	0,005	0,04	0,04	0	0	-0,005	-0,04	0,005	-0,04	0,005	-0,032	0,002	-0,032	0,002	0,032	0,005	0,032	0,005	0,04	-0,005	0,04	-0,005	0,032	-0,002	0,032	-0,002	-0,032	-0,005	-0,032
IAO 80	5,78	0,08	0,038	0,004	-1	-1	-1	0,000736	-1	-1	-1	-1	-1	-1	-1	0,000000728	0,0000182	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,019	0,019	0,04	0,04	0	0	-0,019	-0,04	0,019	-0,04	0,019	-0,032	0,002	-0,032	0,002	0,032	0,019	0,032	0,019	0,04	-0,019	0,04	-0,019	0,032	-0,002	0,032	-0,002	-0,032	-0,019	-0,032
IAO 80	5,78	0,08	0,038	-1	-1	-1	-1	0,000736	-1	-1	-1	-1	-1	-1	-1	0,000000752	0,0000188	-1	-1	-1	4,32E-008	0,00000227	-1	-1	-1	-1	-1	0,019	0,019	0,04	0,04	0	0	-0,019	-0,04	0,019	-0,04	0,019	-0,032	0,002	-0,032	0,002	0,032	0,019	0,032	0,019	0,04	-0,019	0,04	-0,019	0,032	-0,002	0,032	-0,002	-0,032	-0,019	-0,032
IAO 80	5,26	0,08	0,04	0,0035	-1	-1	-1	0,00067	-1	-1	-1	-1	-1	-1	-1	0,000000684	0,0000171	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,02	0,02	0,04	0,04	0	0	-0,02	-0,04	0,02	-0,04	0,02	-0,033	0,00175	-0,033	0,00175	0,033	0,02	0,033	0,02	0,04	-0,02	0,04	-0,02	0,033	-0,00175	0,033	-0,00175	-0,033	-0,02	-0,033
IAO 80	6,99	0,08	0,04	0,004	-1	-1	-1	0,00089	-1	-1	-1	-1	-1	-1	-1	0,000000904	0,0000226	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,02	0,02	0,04	0,04	0	0	-0,02	-0,04	0,02	-0,04	0,02	-0,032	0,002	-0,032	0,002	0,032	0,02	0,032	0,02	0,04	-0,02	0,04	-0,02	0,032	-0,002	0,032	-0,002	-0,032	-0,02	-0,032
IAO 80	6,5	0,08	0,04	0,0045	-1	-1	-1	0,000828	-1	-1	-1	-1	-1	-1	-1	0,0000008	0,00002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,02	0,02	0,04	0,04	0	0	-0,02	-0,04	0,02	-0,04	0,02	-0,031	0,00225	-0,031	0,00225	0,031	0,02	0,031	0,02	0,04	-0,02	0,04	-0,02	0,031	-0,00225	0,031	-0,00225	-0,031	-0,02	-0,031
IAO 80	6,5	0,08	0,04	0,0035	-1	-1	-1	0,000828	-1	-1	-1	-1	-1	-1	-1	7,8812E-007	0,000019703	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,02	0,02	0,04	0,04	0	0	-0,02	-0,04	0,02	-0,04	0,02	-0,033	0,00175	-0,033	0,00175	0,033	0,02	0,033	0,02	0,04	-0,02	0,04	-0,02	0,033	-0,00175	0,033	-0,00175	-0,033	-0,02	-0,033
IAO 80	5,26	0,08	0,04	-1	-1	-1	-1	0,00067	-1	-1	-1	-1	-1	-1	-1	7,787E-007	0,00001947	-1	-1	-1	4,47E-008	0,00000223	-1	-1	-1	-1	-1	0,02	0,02	0,04	0,04	0	0	-0,02	-0,04	0,02	-0,04	0,02	-0,033	0,00175	-0,033	0,00175	0,033	0,02	0,033	0,02	0,04	-0,02	0,04	-0,02	0,033	-0,00175	0,033	-0,00175	-0,033	-0,02	-0,033
IAO 80	5,26	0,08	0,042	-1	-1	-1	-1	0,00067	-1	-1	-1	-1	-1	-1	-1	7,787E-007	0,00001947	-1	-1	-1	5,59E-008	0,00000266	-1	-1	-1	-1	-1	0,021	0,021	0,04	0,04	0	0	-0,021	-0,04	0,021	-0,04	0,021	-0,033	0,00175	-0,033	0,00175	0,033	0,021	0,033	0,021	0,04	-0,021	0,04	-0,021	0,033	-0,00175	0,033	-0,00175	-0,033	-0,021	-0,033
IAO 80	9,55	0,08	0,044	0,01	-1	-1	-1	0,001217	-1	-1	-1	-1	-1	-1	-1	0,000000984	0,0000246	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,022	0,022	0,04	0,04	0	0	-0,022	-0,04	0,022	-0,04	0,022	-0,02	0,005	-0,02	0,005	0,02	0,022	0,02	0,022	0,04	-0,022	0,04	-0,022	0,02	-0,005	0,02	-0,005	-0,02	-0,022	-0,02
IAO 80	7,77	0,08	0,044	0,0075	-1	-1	-1	0,00099	-1	-1	-1	-1	-1	-1	-1	0,000000852	0,0000213	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,022	0,022	0,04	0,04	0	0	-0,022	-0,04	0,022	-0,04	0,022	-0,025	0,00375	-0,025	0,00375	0,025	0,022	0,025	0,022	0,04	-0,022	0,04	-0,022	0,025	-0,00375	0,025	-0,00375	-0,025	-0,022	-0,025
IAO 80	9,51	0,08	0,044	0,008	-1	-1	-1	0,001211	-1	-1	-1	-1	-1	-1	-1	0,000001076	0,0000269	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,022	0,022	0,04	0,04	0	0	-0,022	-0,04	0,022	-0,04	0,022	-0,024	0,004	-0,024	0,004	0,024	0,022	0,024	0,022	0,04	-0,022	0,04	-0,022	0,024	-0,004	0,024	-0,004	-0,024	-0,022	-0,024
IAO 80	7,77	0,08	0,044	-1	-1	-1	-1	0,00099	-1	-1	-1	-1	-1	-1	-1	0,00000096	0,000024	-1	-1	-1	8,37E-008	0,00000381	-1	-1	-1	-1	-1	0,022	0,022	0,04	0,04	0	0	-0,022	-0,04	0,022	-0,04	0,022	-0,025	0,00375	-0,025	0,00375	0,025	0,022	0,025	0,022	0,04	-0,022	0,04	-0,022	0,025	-0,00375	0,025	-0,00375	-0,025	-0,022	-0,025
IAO 80	9,64	0,08	0,045	0,0095	-1	-1	-1	0,001228	-1	-1	-1	-1	-1	-1	-1	0,000001012	0,0000253	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,0225	0,0225	0,04	0,04	0	0	-0,0225	-0,04	0,0225	-0,04	0,0225	-0,021	0,00475	-0,021	0,00475	0,021	0,0225	0,021	0,0225	0,04	-0,0225	0,04	-0,0225	0,021	-0,00475	0,021	-0,00475	-0,021	-0,0225	-0,021
IAO 80	7,77	0,08	0,045	-1	-1	-1	-1	0,00099	-1	-1	-1	-1	-1	-1	-1	0,00000096	0,000024	-1	-1	-1	8,84E-008	0,00000393	-1	-1	-1	-1	-1	0,0225	0,0225	0,04	0,04	0	0	-0,0225	-0,04	0,0225	-0,04	0,0225	-0,025	0,00375	-0,025	0,00375	0,025	0,0225	0,025	0,0225	0,04	-0,0225	0,04	-0,0225	0,025	-0,00375	0,025	-0,00375	-0,025	-0,0225	-0,025
IAO 80	11	0,08	0,0465	0,01	-1	-1	-1	0,001401	-1	-1	-1	-1	-1	-1	-1	1,15588E-006	0,000028897	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,02325	0,02325	0,04	0,04	0	0	-0,02325	-0,04	0,02325	-0,04	0,02325	-0,02	0,005	-0,02	0,005	0,02	0,02325	0,02	0,02325	0,04	-0,02325	0,04	-0,02325	0,02	-0,005	0,02	-0,005	-0,02	-0,02325	-0,02
IAO 100	7,09	0,1	0,042	0,004	-1	-1	-1	0,000903	-1	-1	-1	-1	-1	-1	-1	0,00000138	0,0000276	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,021	0,021	0,05	0,05	0	0	-0,021	-0,05	0,021	-0,05	0,021	-0,042	0,002	-0,042	0,002	0,042	0,021	0,042	0,021	0,05	-0,021	0,05	-0,021	0,042	-0,002	0,042	-0,002	-0,042	-0,021	-0,042
IAO 100	8,76	0,1	0,042	0,0045	-1	-1	-1	0,001116	-1	-1	-1	-1	-1	-1	-1	0,00000181	0,0000362	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,021	0,021	0,05	0,05	0	0	-0,021	-0,05	0,021	-0,05	0,021	-0,041	0,00225	-0,041	0,00225	0,041	0,021	0,041	0,021	0,05	-0,021	0,05	-0,021	0,041	-0,00225	0,041	-0,00225	-0,041	-0,021	-0,041
IAO 100	7,89	0,1	0,042	0,005	-1	-1	-1	0,001005	-1	-1	-1	-1	-1	-1	-1	0,00000147	0,0000294	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,021	0,021	0,05	0,05	0	0	-0,021	-0,05	0,021	-0,05	0,021	-0,04	0,0025	-0,04	0,0025	0,04	0,021	0,04	0,021	0,05	-0,021	0,05	-0,021	0,04	-0,0025	0,04	-0,0025	-0,04	-0,021	-0,04
IAO 100	8	0,1	0,042	0,0045	-1	-1	-1	0,00096	-1	-1	-1	-1	-1	-1	-1	0,000001482	0,00002964	-1	-1	-1	0,000000082	0,00000391	-1	-1	-1	-1	-1	0,021	0,021	0,05	0,05	0	0	-0,021	-0,05	0,021	-0,05	0,021	-0,041	0,00225	-0,041	0,00225	0,041	0,021	0,041	0,021	0,05	-0,021	0,05	-0,021	0,041	-0,00225	0,041	-0,00225	-0,041	-0,021	-0,041
IAO 100	7,1	0,1	0,042	-1	-1	-1	-1	0,000904	-1	-1	-1	-1	-1	-1	-1	1,3833E-006	0,00002767	-1	-1	-1	6,81E-008	0,00000324	-1	-1	-1	-1	-1	0,021	0,021	0,05	0,05	0	0	-0,021	-0,05	0,021	-0,05	0,021	-0,041	0,00225	-0,041	0,00225	0,041	0,021	0,041	0,021	0,05	-0,021	0,05	-0,021	0,041	-0,00225	0,041	-0,00225	-0,041	-0,021	-0,041
IAO 100	7,1	0,1	0,043	0,004	-1	-1	-1	0,000904	-1	-1	-1	-1	-1	-1	-1	0,000001415	0,0000283	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,0215	0,0215	0,05	0,05	0	0	-0,0215	-0,05	0,0215	-0,05	0,0215	-0,042	0,002	-0,042	0,002	0,042	0,0215	0,042	0,0215	0,05	-0,0215	0,05	-0,0215	0,042	-0,002	0,042	-0,002	-0,042	-0,0215	-0,042
IAO 100	8,25	0,1	0,043	0,005	-1	-1	-1	0,001051	-1	-1	-1	-1	-1	-1	-1	1,45375E-006	0,000029075	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,0215	0,0215	0,05	0,05	0	0	-0,0215	-0,05	0,0215	-0,05	0,0215	-0,04	0,0025	-0,04	0,0025	0,04	0,0215	0,04	0,0215	0,05	-0,0215	0,05	-0,0215	0,04	-0,0025	0,04	-0,0025	-0,04	-0,0215	-0,04
IAO 100	7,89	0,1	0,043	-1	-1	-1	-1	0,001005	-1	-1	-1	-1	-1	-1	-1	1,3833E-006	0,00002767	-1	-1	-1	7,16E-008	0,00000333	-1	-1	-1	-1	-1	0,0215	0,0215	0,05	0,05	0	0	-0,0215	-0,05	0,0215	-0,05	0,0215	-0,04	0,0025	-0,04	0,0025	0,04	0,0215	0,04	0,0215	0,05	-0,0215	0,05	-0,0215	0,04	-0,0025	0,04	-0,0025	-0,04	-0,0215	-0,04
IAO 100	7,83	0,1	0,044	0,0045	-1	-1	-1	0,000997	-1	-1	-1	-1	-1	-1	-1	0,00000153	0,0000306	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,022	0,022	0,05	0,05	0	0	-0,022	-0,05	0,022	-0,05	0,022	-0,041	0,00225	-0,041	0,00225	0,041	0,022	0,041	0,022	0,05	-0,022	0,05	-0,022	0,041	-0,00225	0,041	-0,00225	-0,041	-0,022	-0,041
IAO 100	7,8	0,1	0,044	-1	-1	-1	-1	0,000994	-1	-1	-1	-1	-1	-1	-1	1,4333E-006	0,00002867	-1	-1	-1	0,000000075	0,00000341	-1	-1	-1	-1	-1	0,022	0,022	0,05	0,05	0	0	-0,022	-0,05	0,022	-0,05	0,022	-0,041	0,00225	-0,041	0,00225	0,041	0,022	0,041	0,022	0,05	-0,022	0,05	-0,022	0,041	-0,00225	0,041	-0,00225	-0,041	-0,022	-0,041
IAO 100	11,9	0,1	0,046	0,0085	-1	-1	-1	0,001516	-1	-1	-1	-1	-1	-1	-1	0,000002145	0,0000429	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,023	0,023	0,05	0,05	0	0	-0,023	-0,05	0,023	-0,05	0,023	-0,033	0,00425	-0,033	0,00425	0,033	0,023	0,033	0,023	0,05	-0,023	0,05	-0,023	0,033	-0,00425	0,033	-0,00425	-0,033	-0,023	-0,033
IAO 100	10,24	0,1	0,047	0,008	-1	-1	-1	0,001304	-1	-1	-1	-1	-1	-1	-1	0,00000175	0,000035	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,0235	0,0235	0,05	0,05	0	0	-0,0235	-0,05	0,0235	-0,05	0,0235	-0,034	0,004	-0,034	0,004	0,034	0,0235	0,034	0,0235	0,05	-0,0235	0,05	-0,0235	0,034	-0,004	0,034	-0,004	-0,034	-0,0235	-0,034
IAO 100	11,81	0,1	0,047	0,01	-1	-1	-1	0,001504	-1	-1	-1	-1	-1	-1	-1	0,000001885	0,0000377	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,0235	0,0235	0,05	0,05	0	0	-0,0235	-0,05	0,0235	-0,05	0,0235	-0,03	0,005	-0,03	0,005	0,03	0,0235	0,03	0,0235	0,05	-0,0235	0,05	-0,0235	0,03	-0,005	0,03	-0,005	-0,03	-0,0235	-0,03
IAO 100	11	0,1	0,047	-1	-1	-1	-1	0,001401	-1	-1	-1	-1	-1	-1	-1	1,5083E-006	0,00003017	-1	-1	-1	0,000000125	0,00000532	-1	-1	-1	-1	-1	0,0235	0,0235	0,05	0,05	0	0	-0,0235	-0,05	0,0235	-0,05	0,0235	-0,03	0,005	-0,03	0,005	0,03	0,0235	0,03	0,0235	0,05	-0,0235	0,05	-0,0235	0,03	-0,005	0,03	-0,005	-0,03	-0,0235	-0,03
IAO 100	12,45	0,1	0,048	0,01	-1	-1	-1	0,001586	-1	-1	-1	-1	-1	-1	-1	2,0347E-006	0,000040694	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,024	0,024	0,05	0,05	0	0	-0,024	-0,05	0,024	-0,05	0,024	-0,03	0,005	-0,03	0,005	0,03	0,024	0,03	0,024	0,05	-0,024	0,05	-0,024	0,03	-0,005	0,03	-0,005	-0,03	-0,024	-0,03
IAO 100	12,54	0,1	0,05	0,0105	-1	-1	-1	0,001597	-1	-1	-1	-1	-1	-1	-1	0,00000203	0,0000406	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,025	0,025	0,05	0,05	0	0	-0,025	-0,05	0,025	-0,05	0,025	-0,029	0,00525	-0,029	0,00525	0,029	0,025	0,029	0,025	0,05	-0,025	0,05	-0,025	0,029	-0,00525	0,029	-0,00525	-0,029	-0,025	-0,029
IAO 100	14,15	0,1	0,051	0,013	-1	-1	-1	0,001803	-1	-1	-1	-1	-1	-1	-1	0,00000213	0,0000426	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,0255	0,0255	0,05	0,05	0	0	-0,0255	-0,05	0,0255	-0,05	0,0255	-0,024	0,0065	-0,024	0,0065	0,024	0,0255	0,024	0,0255	0,05	-0,0255	0,05	-0,0255	0,024	-0,0065	0,024	-0,0065	-0,024	-0,0255	-0,024
IAO 100	14,15	0,1	0,051	-1	-1	-1	-1	0,00181	-1	-1	-1	-1	-1	-1	-1	2,1333E-006	0,00004267	-1	-1	-1	1,409E-007	0,00000553	-1	-1	-1	-1	-1	0,0255	0,0255	0,05	0,05	0	0	-0,0255	-0,05	0,0255	-0,05	0,0255	-0,024	0,0065	-0,024	0,0065	0,024	0,0255	0,024	0,0255	0,05	-0,0255	0,05	-0,0255	0,024	-0,0065	0,024	-0,0065	-0,024	-0,0255	-0,024
IAO 120	8,75	0,12	0,044	0,0045	-1	-1	-1	0,001115	-1	-1	-1	-1	-1	-1	-1	0,000002406	0,0000401	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,022	0,022	0,06	0,06	0	0	-0,022	-0,06	0,022	-0,06	0,022	-0,051	0,00225	-0,051	0,00225	0,051	0,022	0,051	0,022	0,06	-0,022	0,06	-0,022	0,051	-0,00225	0,051	-0,00225	-0,051	-0,022	-0,051
IAO 120	8,46	0,12	0,044	0,0043	-1	-1	-1	0,001078	-1	-1	-1	-1	-1	-1	-1	0,00000231	0,0000385	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,022	0,022	0,06	0,06	0	0	-0,022	-0,06	0,022	-0,06	0,022	-0,0514	0,00215	-0,0514	0,00215	0,0514	0,022	0,0514	0,022	0,06	-0,022	0,06	-0,022	0,0514	-0,00215	0,0514	-0,00215	-0,0514	-0,022	-0,0514
IAO 120	8,97	0,12	0,044	0,0045	-1	-1	-1	0,001143	-1	-1	-1	-1	-1	-1	-1	0,000002514	0,0000419	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,022	0,022	0,06	0,06	0	0	-0,022	-0,06	0,022	-0,06	0,022	-0,051	0,00225	-0,051	0,00225	0,051	0,022	0,051	0,022	0,06	-0,022	0,06	-0,022	0,051	-0,00225	0,051	-0,00225	-0,051	-0,022	-0,051
IAO 120	10,05	0,12	0,044	0,0045	-1	-1	-1	0,00128	-1	-1	-1	-1	-1	-1	-1	0,000002886	0,0000481	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,022	0,022	0,06	0,06	0	0	-0,022	-0,06	0,022	-0,06	0,022	-0,051	0,00225	-0,051	0,00225	0,051	0,022	0,051	0,022	0,06	-0,022	0,06	-0,022	0,051	-0,00225	0,051	-0,00225	-0,051	-0,022	-0,051
IAO 120	9,55	0,12	0,044	0,0055	-1	-1	-1	0,001217	-1	-1	-1	-1	-1	-1	-1	0,000002508	0,0000418	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,022	0,022	0,06	0,06	0	0	-0,022	-0,06	0,022	-0,06	0,022	-0,049	0,00275	-0,049	0,00275	0,049	0,022	0,049	0,022	0,06	-0,022	0,06	-0,022	0,049	-0,00275	0,049	-0,00275	-0,049	-0,022	-0,049
IAO 120	8,18	0,12	0,044	-1	-1	-1	-1	0,001042	-1	-1	-1	-1	-1	-1	-1	0,000002052	0,0000342	-1	-1	-1	8,23E-008	0,00000374	-1	-1	-1	-1	-1	0,022	0,022	0,06	0,06	0	0	-0,022	-0,06	0,022	-0,06	0,022	-0,049	0,00275	-0,049	0,00275	0,049	0,022	0,049	0,022	0,06	-0,022	0,06	-0,022	0,049	-0,00275	0,049	-0,00275	-0,049	-0,022	-0,049
IAO 120	9,3	0,12	0,045	0,005	-1	-1	-1	0,00116	-1	-1	-1	-1	-1	-1	-1	0,00000251	0,00004183	-1	-1	-1	0,000000107	0,00000477	-1	-1	-1	-1	-1	0,0225	0,0225	0,06	0,06	0	0	-0,0225	-0,06	0,0225	-0,06	0,0225	-0,05	0,0025	-0,05	0,0025	0,05	0,0225	0,05	0,0225	0,06	-0,0225	0,06	-0,0225	0,05	-0,0025	0,05	-0,0025	-0,05	-0,0225	-0,05
IAO 120	9,2	0,12	0,045	0,0045	-1	-1	-1	0,001172	-1	-1	-1	-1	-1	-1	-1	2,2806E-006	0,00003801	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,0225	0,0225	0,06	0,06	0	0	-0,0225	-0,06	0,0225	-0,06	0,0225	-0,051	0,00225	-0,051	0,00225	0,051	0,0225	0,051	0,0225	0,06	-0,0225	0,06	-0,0225	0,051	-0,00225	0,051	-0,00225	-0,051	-0,0225	-0,051
IAO 120	8,75	0,12	0,045	-1	-1	-1	-1	0,001115	-1	-1	-1	-1	-1	-1	-1	0,000002232	0,0000372	-1	-1	-1	9,11E-008	0,00000405	-1	-1	-1	-1	-1	0,0225	0,0225	0,06	0,06	0	0	-0,0225	-0,06	0,0225	-0,06	0,0225	-0,051	0,00225	-0,051	0,00225	0,051	0,0225	0,051	0,0225	0,06	-0,0225	0,06	-0,0225	0,051	-0,00225	0,051	-0,00225	-0,051	-0,0225	-0,051
IAO 120	11	0,12	0,047	-1	-1	-1	-1	0,001401	-1	-1	-1	-1	-1	-1	-1	2,2488E-006	0,00003748	-1	-1	-1	1,139E-007	0,00000485	-1	-1	-1	-1	-1	0,0235	0,0235	0,06	0,06	0	0	-0,0235	-0,06	0,0235	-0,06	0,0235	-0,0434	0,00415	-0,0434	0,00415	0,0434	0,0235	0,0434	0,0235	0,06	-0,0235	0,06	-0,0235	0,0434	-0,00415	0,0434	-0,00415	-0,0434	-0,0235	-0,0434
IAO 120	12,23	0,12	0,048	0,0083	-1	-1	-1	0,001558	-1	-1	-1	-1	-1	-1	-1	0,000002886	0,0000481	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0,024	0,024	0,06	0,06	0	0	-0,024	-0,06	0,024	-0,06	0,024	-0,0434	0,00415	-0,0434	0,00415	0,0434	0,024	0,0434	0,024	0,06	-0,024	0,06	-0,024	0,0434	-0,00415	0,0434	-0,00415	-0,0434	-0,024	-0,0434
IAO 120	11	0,12	0,048	-1	-1	-1	-1	0,001401	-1	-1	-1	-1	-1	-1	-1	0,000002244	0,0000374	-1	-1	-1	1,204E-007	0,00000502	-1	-1	-1	-1	-1	0,024	0,024	0,06	0,06	0	0	-0,024	-0,06	0,024	-0,06	0,024	-0,0434	0,00415	-0,0434	0,00415	0,0434	0,024	0,0434	0,024	0,06	-0,024	0,06	-0,024	0,0434	-0,00415	0,0434	-0,00415	-0,0434	-0,024	-0,0434
